集計年,都道府県コード,都道府県名,男女区分,0～4歳（人）,5～9歳（人）,10～14歳（人）,15～19歳（人）,20～24歳（人）,25～29歳（人）,30～34歳（人）,35～39歳（人）,40～44歳（人）,45～49歳（人）,50～54歳（人）,55～59歳（人）,60～64歳（人）,65～69歳（人）,70～74歳（人）,75～79歳（人）,80～84歳（人）,85～89歳（人）,90歳以上（人）
2025,08,茨城県,女,43971,48521,55107,58204,62164,65681,64833,67768,77509,88147,103151,91144,86040,88116,102627,107080,78319,53741,48798
2030,08,茨城県,男,43947,46284,51097,57567,61545,69265,74085,75215,77920,85704,95086,108878,92702,81729,78235,82055,73555,41010,22932
2030,08,茨城県,女,41693,43885,48365,54150,56697,62235,65300,64480,67290,76783,87168,102033,90043,84449,85357,96880,96555,63735,55185
2035,08,茨城県,男,41843,43903,46221,50530,57178,63660,69339,73607,74665,77060,84247,92810,105239,88544,76053,68979,66068,51114,28421
2035,08,茨城県,女,39698,41624,43747,47539,52781,56825,61889,64942,64032,66678,75958,86257,100840,88495,81990,80874,87502,79904,65103
2040,08,茨城県,男,39426,41807,43841,45711,50199,59151,63795,68902,73081,73874,75785,82298,89804,100616,82665,67553,56261,46222,36882
2040,08,茨城県,女,37403,39633,41492,43008,46346,52901,56577,61555,64494,63461,65985,75192,85301,99170,86088,77960,73535,72670,82100
1980,09,栃木県,男,71555,81598,69118,60174,55160,73919,85226,67940,60477,59792,56458,40938,31776,28276,21303,13154,6109,1903,406
1980,09,栃木県,女,67720,76952,66289,59057,57114,72479,79505,63775,57972,59046,57964,51305,41032,35301,25832,18952,10589,4295,1318
1985,09,栃木県,男,63604,72825,82395,65395,53368,62379,76501,86483,68406,59862,58353,54605,38913,29126,24286,16152,8080,2787,662
1985,09,栃木県,女,60156,68985,77842,63366,53906,60289,73513,80757,63994,57619,58484,57325,50343,39394,32485,21894,13689,5902,1871
1990,09,栃木県,男,55891,65255,73841,78479,59771,61423,65726,79117,88385,69003,59317,56628,52198,36158,25538,19205,10579,4000,1074
1990,09,栃木県,女,53154,61853,70093,74462,58324,57580,62294,75118,81625,63865,57378,58060,56475,48598,36887,28491,16772,8288,2915
1995,09,栃木県,男,49821,57657,66258,70499,73114,66525,63912,67786,80681,88655,68414,58027,54228,48224,31970,20550,12931,5513,1633
1995,09,栃木県,女,47596,54932,62989,66888,68589,62385,59992,64258,76168,81780,64017,57314,57403,54898,45929,32954,22815,10958,4572
2000,09,栃木県,男,48516,50668,57949,62556,63057,77962,68193,64735,68184,80132,87017,66555,55689,50383,42746,26338,14544,7303,2592
2000,09,栃木県,女,46057,48467,55248,59465,60058,71219,64043,61167,64583,75839,81260,63706,56891,55889,52316,42038,27348,16018,6991
2005,09,栃木県,男,46078,48358,50230,54313,54940,66706,78027,66787,63479,66828,78215,84593,63779,52471,45198,35738,19425,8515,3633
2005,09,栃木県,女,44036,45771,47841,51573,51369,60303,70438,62109,59397,63264,74454,80197,63000,55517,53475,48418,36230,20091,11240
2010,09,栃木県,男,43391,46602,48448,47850,48256,59646,68740,79111,67873,63749,66091,76792,81702,60316,47572,37959,26453,11817,4528
2010,09,栃木県,女,41009,44500,45873,45685,45537,53502,62923,72253,63666,60344,63529,74442,79583,61694,53051,49754,42196,27402,15454
2015,09,栃木県,男,40621,43116,46298,46496,45408,51809,60601,68983,79208,67658,63109,65052,74121,77574,55257,40672,28916,16784,6718
2015,09,栃木県,女,38535,40790,44298,44370,42534,46971,54365,63055,72058,63395,60083,63314,73840,78524,59803,50158,44233,32906,22105
2020,09,栃木県,男,35708,40292,42784,44873,45032,47661,51905,60112,68279,78080,66303,61470,62250,69744,70909,47349,31292,18746,10049
2020,09,栃木県,女,33880,38264,40550,43213,42566,43472,47226,54066,62527,71365,62750,59480,62328,72149,75519,55992,44401,34777,28874
2025,09,栃木県,男,32359,35443,40015,41488,43568,47242,47830,51551,59550,67340,76550,64682,59001,58775,63895,61484,36912,20772,12571
2025,09,栃木県,女,30701,33656,38064,39565,41563,43559,43821,47041,53665,61949,70663,62180,58669,60996,69451,71075,49935,35528,34083
2030,09,栃木県,男,30625,32129,35206,38800,40338,45704,47408,47513,51079,58748,66049,74719,62205,55885,54098,55617,48849,24981,14771
2030,09,栃木県,女,29059,30506,33490,37149,38109,42555,43899,43655,46711,53191,61359,70043,61398,57515,58847,65442,63955,40500,37675
2035,09,栃木県,男,29191,30410,31910,34144,37721,42394,45866,47096,47096,50410,57657,64510,71914,59064,51655,47473,44472,33978,18003
2035,09,栃木県,女,27698,28874,30356,32690,35786,39086,42865,43731,43358,46305,52703,60837,69191,60274,55613,55663,59004,52769,43168
2040,09,栃木県,男,27532,28986,30202,30945,33201,39663,42555,45558,46691,46510,49508,56368,62152,68373,54795,45654,38481,31176,24571
2040,09,栃木県,女,26121,27522,28734,29627,31489,36699,39406,42692,43436,42996,45895,52284,60123,67973,58382,52803,50523,48865,54877
1980,10,群馬県,男,70504,82668,72657,62445,52224,70043,86061,72444,63435,62165,59142,42036,33884,30372,23487,15324,7158,2247,529
1980,10,群馬県,女,67237,79253,69229,60763,54724,70451,83302,69309,61653,62192,59900,52897,43756,38242,28735,21022,11270,4420,1309
1985,10,群馬県,男,61603,71944,83907,70292,54620,59637,73347,88122,73064,63031,60818,57167,40076,31198,26343,18033,9564,3412,823
1985,10,群馬県,女,58305,68572,80498,67360,56025,57945,71328,84530,69750,61585,61691,59223,51924,42010,35375,24501,15366,6297,1949
1990,10,群馬県,男,53728,62611,72566,80098,61546,60838,61783,74949,89027,72799,62269,59466,54858,37480,27505,21169,12043,4793,1281
1990,10,群馬県,女,50762,59211,69202,77168,60945,58764,58824,72201,84750,69473,61242,61168,58389,50120,39480,30951,19140,9283,3122
1995,10,群馬県,男,50701,55300,63318,69396,72379,68158,63454,63218,75596,88585,71720,60555,56841,51098,33564,22453,14735,6459,2002
1995,10,群馬県,女,48427,52050,60164,66016,70589,64633,60549,60162,72824,84771,69420,60891,60282,56825,47640,35432,25102,12837,5278
2000,10,群馬県,男,50158,51553,55715,59879,60820,77133,69403,63588,63438,74879,87016,69872,58536,53230,45761,28033,16319,8390,3131
2000,10,群馬県,女,48010,49111,52348,57024,58598,73137,65595,60984,60484,72501,84093,69061,60400,58739,54043,43644,29512,17872,8443
2005,10,群馬県,男,46239,49809,50838,52043,50720,62543,75279,67088,61526,61450,72481,83817,67235,55025,48078,38756,21187,9833,4454
2005,10,群馬県,女,44081,47657,48367,49280,48586,58621,70854,63327,59061,59037,71274,82826,67977,58835,56108,50115,37833,22363,13232
2010,10,群馬県,男,42854,47528,50601,49393,46016,54228,64827,77278,68635,62352,61223,71346,81749,63857,50516,41082,29476,13148,5514
2010,10,群馬県,女,40575,45200,48467,46951,43774,50632,60870,73394,65495,60344,59532,71244,82325,66637,56658,52283,44269,29174,17906
2015,10,群馬県,男,40198,42814,47372,49040,46560,48551,54887,65032,77013,68267,61609,59913,68952,77688,58872,43702,31961,19041,7888
2015,10,群馬県,女,38132,40533,45045,46946,43600,44728,50563,60858,72990,65021,59817,58961,70350,80791,64457,53171,46543,34734,24625
2020,10,群馬県,男,35235,40061,42627,46294,47353,48348,48715,54622,64342,76060,67010,59938,57584,65127,71567,51022,34330,21157,11808
2020,10,群馬県,女,33426,38014,40357,44044,45032,44392,44602,50379,60377,72323,64322,59074,58012,68720,77892,60311,47348,36958,31711
2025,10,群馬県,男,31792,35140,39923,41707,44809,49143,48562,48530,54096,63578,74701,65269,57744,54565,60118,62691,40482,23185,14712
2025,10,群馬県,女,30162,33343,37880,39501,42388,45872,44343,44501,50036,59861,71570,63564,58207,56759,66328,73265,54064,38201,37316
2030,10,群馬県,男,30246,31718,35029,39071,40423,46581,49359,48372,48071,53478,62469,72805,62977,54858,50574,52846,50588,27763,17095
2030,10,群馬県,女,28697,30094,33230,37085,38084,43266,45804,44223,44219,49631,59255,70756,62689,57031,54909,62491,66243,44134,41319
2035,10,群馬県,男,29155,30179,31620,34292,37867,42136,46799,49158,47918,47537,52584,60933,70316,59949,51021,44763,42844,35562,20622
2035,10,群馬県,女,27660,28636,29995,32548,35765,38956,43226,45669,43938,43874,49153,58610,69823,61479,55284,51932,56635,54986,47534
2040,10,群馬県,男,27720,29090,30090,30964,33241,39479,42376,46624,48703,47398,46759,51336,58917,67023,55902,45420,36713,30291,26903
2040,10,群馬県,女,26298,27598,28545,29380,31402,36592,38953,43111,45380,43599,43454,48643,57882,68524,59673,52458,47381,47204,58948
1980,11,埼玉県,男,223321,284427,242179,196243,178299,210189,279818,266772,229968,185763,137314,90221,68957,59805,42210,25463,11418,3386,732
1980,11,埼玉県,女,210690,269474,228330,183938,163036,207923,282260,254926,204312,162708,128763,106043,87097,75123,52700,34852,18848,7238,2099
1985,11,埼玉県,男,187173,230728,290378,254721,211778,183048,225677,292747,271606,230545,184450,135076,87630,64421,52802,33335,16662,5511,1235
1985,11,埼玉県,女,178671,218094,275136,238192,191458,171185,223794,291879,259176,206900,164263,129894,106554,85896,71686,46910,26899,11308,3434
1990,11,埼玉県,男,173279,201305,239690,307879,282660,227111,207795,247100,306104,276060,232065,183301,131884,82430,57918,42994,22647,8622,2187
1990,11,埼玉県,女,164681,191683,226308,289583,255535,206839,194520,239058,301531,263898,210013,166420,130846,105616,82678,65136,37637,16976,5698
1995,11,埼玉県,男,173697,179834,205296,251827,322294,281277,243391,220067,253682,309213,275549,229686,177012,122973,73201,46979,29819,11945,3604
1995,11,埼玉県,女,165512,170808,195248,237447,299819,258196,222477,204354,245048,305460,264839,210142,165165,128006,100978,75205,53346,25368,9748
2000,11,埼玉県,男,170854,173754,180566,215132,262358,311036,280577,243200,219008,250813,302965,267853,219590,163747,109650,62058,34513,17643,5980
2000,11,埼玉県,女,163252,165211,171150,203531,241233,289624,257784,223483,205284,244992,303536,261743,207460,160572,122225,93619,63714,38653,16869
2005,11,埼玉県,男,159850,169420,172078,187591,220355,243796,305417,273782,236748,213086,244632,294453,258235,206617,148620,92668,46416,21061,9067
2005,11,埼玉県,女,152427,161760,163382,175566,201832,225446,279992,249644,216930,201072,240331,297622,256402,201572,154290,113970,81546,48759,28402
2010,11,埼玉県,男,154326,162691,171315,183477,201811,217904,254811,315895,280673,239189,214515,241444,285175,243408,188816,127055,69828,28124,11404
2010,11,埼玉県,女,147260,154786,163290,172772,187212,205115,236860,290569,258311,222976,204128,241228,295043,250916,194838,145391,101633,63799,39648
2015,11,埼玉県,男,147795,153563,162548,176706,196132,201381,221536,257172,315673,279013,236923,209498,231260,268338,222441,162343,97039,44101,16200
2015,11,埼玉県,女,140208,146667,154439,168037,181067,187470,207121,237692,289678,257594,221462,201856,237093,288638,242184,182503,128548,79801,54294
2020,11,埼玉県,男,129385,146714,152992,165672,186332,196908,203099,221675,255409,312037,274702,230441,200353,217301,246181,192424,125838,62972,25817
2020,11,埼玉県,女,122748,139365,146037,157365,175462,182542,188459,206828,236280,287883,255082,218471,198102,231477,278438,226733,161450,101976,71926
2025,11,埼玉県,男,117254,128523,146260,155944,174900,187428,198785,203399,220353,252625,307369,267422,220735,188801,199729,215281,150953,83434,38604
2025,11,埼玉県,女,111244,122079,138846,148794,164642,177345,183862,188418,205802,234979,285171,251736,214635,193658,223543,262154,201929,129865,94545
2030,11,埼玉県,男,112525,116490,128155,148992,164646,176193,189346,199054,202164,218022,248990,299391,256474,208438,174192,175165,171920,101885,53557
2030,11,埼玉県,女,106752,110655,121657,141413,155732,166574,178746,183816,187502,204717,232865,281529,247448,210017,187426,210846,235838,164368,122404
2035,11,埼玉県,男,108452,111777,116164,130555,157135,166092,178022,189674,197851,200052,214992,242682,287364,242612,192875,153847,140595,119172,69558
2035,11,埼玉県,女,102894,106178,110279,123916,147914,157718,167908,178746,182929,186527,202939,229997,276850,242297,203592,177476,190336,195425,158627
2040,11,埼玉県,男,102599,107723,111456,118325,137673,158573,167860,178332,188603,195860,197320,209692,233180,272150,225059,171323,125012,98130,88053
2040,11,埼玉県,女,97337,102326,105808,112308,129584,149821,158995,167907,177928,182006,184932,200521,226297,271221,235180,193370,161402,158500,202241
1980,12,千葉県,男,191960,236223,200240,167020,157528,187665,243308,223149,193772,165058,127318,83886,64063,55414,40429,25964,12488,3802,920
1980,12,千葉県,女,182844,223514,190133,154415,139409,185971,243746,215673,175140,148256,121248,98727,80748,71268,52029,36479,20884,7892,2619
1985,12,千葉県,男,167868,200135,243768,209072,180059,167198,201114,254894,228412,195149,164812,125575,81861,60661,49564,32200,17110,6163,1466
1985,12,千葉県,女,159259,190334,230450,195318,160820,156987,200279,253643,220944,178169,150167,122779,100207,80389,68655,46646,28015,12593,3633
1990,12,千葉県,男,147604,176386,206468,255367,229888,197525,181211,212543,262867,231402,196105,163375,122985,77629,54639,40845,22235,8972,2525
1990,12,千葉県,女,140461,167535,195854,236323,205335,178373,171431,209229,259952,223997,180231,151893,124213,99449,77957,63044,37850,18174,6518
1995,12,千葉県,男,139619,150687,178933,215290,269300,238606,206537,187036,215657,263945,230279,193484,156669,114526,69626,44818,28831,12103,3869
1995,12,千葉県,女,132968,143781,169731,198834,242484,214606,187962,176038,211899,261716,223892,179924,150580,122049,95711,71664,52308,25810,10474
2000,12,千葉県,男,139521,140246,151057,184110,221407,261121,234453,204309,185945,212908,257476,223970,186656,146996,104044,59242,33177,17327,5976
2000,12,千葉県,女,133543,133672,144495,170863,198945,240412,215620,189287,177367,211558,259098,221831,178589,147699,117365,88833,60946,38026,17386
2005,12,千葉県,男,134521,141078,140310,155804,187756,207292,253611,229133,199942,181499,208304,251580,217853,177508,134018,87938,44973,20425,9378
2005,12,千葉県,女,128477,134704,133927,145732,169552,193031,236382,210717,184820,173889,208229,255976,219732,175444,142858,110502,78094,46975,28470
2010,12,千葉県,男,130950,137258,141375,147033,164122,184691,213244,260835,233304,201561,181251,206997,247847,210472,164985,116127,67020,27506,10950
2010,12,千葉県,女,124818,130577,134668,136375,151928,176316,203415,246498,218892,189967,177072,210241,257471,218887,171516,135307,98583,60690,38077
2015,12,千葉県,男,125454,131237,137264,145571,158735,163830,186121,215068,261158,232971,200781,180168,203668,239362,196739,145201,91990,43869,16088
2015,12,千葉県,女,119014,124744,130161,136665,143296,153945,177600,204330,246101,218401,189545,176002,208967,254722,214175,163462,122809,79768,53505
2020,12,千葉県,男,109650,125248,130725,140049,155454,157322,162718,185244,212890,257471,228792,196381,174556,193863,222015,172421,115174,61189,26046
2020,12,千葉県,女,104032,118561,123936,131602,144389,144915,154004,177258,202891,243895,216237,186864,173422,204718,246870,201936,146997,99523,73227
2025,12,千葉県,男,98909,109034,124810,132105,147739,156744,156566,161840,183359,210563,253575,224054,190419,166528,179863,196101,138280,78191,38681
2025,12,千葉県,女,93844,103555,118119,124354,136729,146963,144599,153495,176122,201806,241899,213691,184369,170354,198814,233845,182093,119717,95298
2030,12,千葉県,男,94224,98405,108694,126090,139407,149120,156034,155725,160278,181453,207509,248484,217387,182033,155107,159248,159949,95418,52312
2030,12,千葉県,女,89398,93466,103216,118513,129310,139316,146650,144159,152563,175247,200241,239133,210874,181279,165808,188633,212817,149875,119036
2035,12,千葉県,男,90196,93762,98110,109832,132963,140816,148500,155242,154252,158693,178934,203536,241317,208140,170105,138294,130419,113239,67397
2035,12,千葉県,女,85572,89056,93177,103575,123183,131854,139106,146212,143335,151841,173933,198049,236089,207468,176701,157907,172154,178219,150909
2040,12,千葉県,男,85467,89761,93490,99145,115838,134348,140284,147752,153822,152773,156573,175678,197952,231309,194981,152562,114611,92865,85904
2040,12,千葉県,女,81085,85258,88786,93505,107656,125603,131697,138698,145388,142683,150736,172092,195643,232385,202442,168763,145094,144822,190740
1980,13,東京都,男,366318,443461,417319,456826,616805,543382,587169,478907,418503,396865,323651,229620,174113,155775,112375,72010,34564,11143,2732
1980,13,東京都,女,348912,421574,396103,419335,496485,467380,540960,476078,433436,406663,342147,278834,221404,188037,141412,96847,53411,20458,6197
1985,13,東京都,男,317664,340759,429744,486528,651784,493686,480999,541672,456616,407708,383221,304900,211901,155608,131305,86161,46661,17199,4420
1985,13,東京都,女,303179,326022,407969,447540,529999,426245,428088,510701,463559,425599,395044,328013,264496,206964,170823,121390,73095,32187,10037
1990,13,東京都,男,267282,289336,326926,489587,645946,534900,424361,428012,509047,442741,393817,362109,280517,188610,131729,102415,56539,23725,6979
1990,13,東京都,女,254323,276526,313086,458772,549718,460491,380312,394267,490964,450850,410265,375881,307968,245375,186862,146780,92647,45409,16956
1995,13,東京都,男,239666,248105,278974,375083,615266,557726,473711,385701,404490,496770,432225,380874,339610,257717,163639,105270,70207,30832,10500
1995,13,東京都,女,228082,237816,266483,356517,554527,498993,421342,354982,380487,482377,438571,396252,359595,293026,227589,165151,117606,61933,27225
2000,13,東京都,男,244520,236370,246019,328620,523171,580884,532026,459840,377857,396696,483897,414340,355502,310740,228375,140984,79555,42549,16096
2000,13,東京都,女,232494,225683,235833,311475,468286,537841,488665,417189,353463,376702,471974,425441,382009,344185,275916,208360,137246,83697,42753
2005,13,東京都,男,240032,243133,235501,283847,436572,491792,557301,515468,448696,370737,386991,467507,392546,331553,279381,193101,105710,48597,22935
2005,13,東京都,女,229548,231431,224751,270164,396168,455175,530836,479040,410609,347850,369814,460800,413643,368735,328567,254596,177487,101965,62634
2010,13,東京都,男,256087,247825,251866,277669,402472,487772,532686,594971,541168,467659,379997,387172,449665,364786,298675,236497,143057,62699,25789
2010,13,東京都,女,244182,236478,240933,268904,383439,461582,506082,569086,512064,437902,360094,373592,456249,406610,356256,308057,223315,134586,81904
2015,13,東京都,男,252004,257231,250646,277251,360053,440046,505295,543217,606023,548796,468516,374462,371161,423778,335414,259936,184307,92026,36287
2015,13,東京都,女,239071,245313,239929,267707,343695,416817,481468,518210,578560,520238,439834,357928,368662,449788,395824,337017,273858,175146,113939
2020,13,東京都,男,221081,250286,257012,266329,333731,379474,442403,502603,540214,601677,539900,454606,355263,346653,388028,291525,204189,121439,55478
2020,13,東京都,女,209744,237619,245663,256787,320015,361135,423310,482005,517378,578104,515539,432483,349961,359750,434106,371072,297940,216087,154732
2025,13,東京都,男,201913,220257,250631,271351,317930,350698,381070,439993,499636,536663,592597,525268,433006,333999,319561,342624,233125,138158,78356
2025,13,東京都,女,191560,209076,238433,261148,304748,334954,366355,424009,481603,517247,573942,508166,423939,342731,348762,410509,332120,239912,202622
2030,13,東京都,男,192413,201179,220603,263990,320187,334325,352676,379697,437624,496307,528635,577007,501061,407748,308949,283007,278730,160207,96632
2030,13,東京都,女,182549,190973,209840,252888,306624,319113,340526,367694,423794,481295,513466,565956,498326,415200,332643,330325,370953,270598,242782
2035,13,東京都,男,182270,191735,201493,232294,309913,336003,336183,351777,378320,434920,489062,514934,551076,472721,377939,275223,231080,196536,116662
2035,13,東京都,女,172924,182006,191678,222500,295501,320312,324339,342262,367922,423632,477773,506369,555224,488241,403167,315914,299204,307565,286017
2040,13,東京都,男,170492,181674,192034,212053,272448,324802,337517,335285,350869,376455,428798,476689,492181,520622,439161,337864,226936,163745,148164
2040,13,東京都,女,161752,172442,182670,203123,259763,308287,325015,325942,342764,368192,420702,471295,496834,544249,474427,383543,287716,249034,342102
1980,14,神奈川県,男,266256,325023,283848,259313,280106,298142,361047,321815,280457,243429,194919,129201,95668,81720,55155,33801,15686,4997,1217
1980,14,神奈川県,女,251022,308148,268766,232678,220975,266513,346417,311184,260372,227310,183532,144842,114622,95847,69029,46720,25773,9944,3159
1985,14,神奈川県,男,228254,264549,325258,316946,339124,278027,298911,362441,321083,278705,240321,189221,122924,88092,71518,43674,22419,8090,2088
1985,14,神奈川県,女,217875,250403,308788,285027,261891,233638,275589,348178,312185,261678,226937,181934,142808,111075,90366,61258,36065,16106,5134
1990,14,神奈川県,男,208896,230203,266735,360351,406554,344903,283168,303193,364964,321062,277413,235142,180044,114109,77958,58489,30191,12094,3483
1990,14,神奈川県,女,198012,219963,251960,328095,322757,280830,249725,281187,352378,315177,262310,225784,179408,138820,105490,81619,49636,23826,8881
1995,14,神奈川県,男,200958,202923,227156,287494,416862,394584,336126,277304,296658,360678,316432,271277,223034,165913,100569,63325,41200,16774,5424
1995,14,神奈川県,女,191408,192645,216853,265399,358841,331206,287915,248081,280132,353736,313467,259134,220088,172538,131393,95508,67175,34119,14529
2000,14,神奈川県,男,207284,197300,202250,247733,336385,401927,384549,328057,271443,290102,350727,305658,257138,205331,147436,85184,47088,24495,8650
2000,14,神奈川県,女,197055,188543,191799,231023,293609,359889,338401,287789,248046,279413,349254,307321,253006,212841,164062,121048,80939,48533,23921
2005,14,神奈川県,男,199313,204515,196210,219677,289180,325025,395277,373391,321730,264317,282631,339033,292572,241075,186492,125535,64794,28922,13449
2005,14,神奈川県,女,190511,194876,187044,200624,251785,291807,364024,333959,284584,244403,274753,342301,300256,245772,204697,153430,106308,63379,38700
2010,14,神奈川県,男,198021,201523,208062,218310,264378,293164,336592,403749,379015,323490,263940,279828,328946,277639,220443,160794,96130,40967,16993
2010,14,神奈川県,女,188611,192943,198583,202707,232875,267392,312713,378215,346731,292384,249416,276150,338862,294421,238478,194026,139154,85221,55237
2015,14,神奈川県,男,190598,195845,201765,219834,252757,269666,297467,337138,402359,376874,319211,257965,268637,311856,256819,193957,128449,64922,26243
2015,14,神奈川県,女,180815,186628,193054,206524,224922,240381,274477,314145,379212,345934,291136,246452,271097,332348,286351,227331,177705,115841,81255
2020,14,神奈川県,男,166783,188214,195276,209163,245345,258404,270873,295378,333502,397392,369609,310141,246627,253392,288341,225737,155327,87428,42220
2020,14,神奈川県,女,158239,178767,186133,198171,224357,231690,244427,274139,313346,376873,342983,286834,241381,264911,322269,271327,206415,147041,113738
2025,14,神奈川県,男,151848,165032,187873,201866,231734,249577,260045,269582,292782,329842,390385,359812,297386,233685,235136,256433,182621,107577,60661
2025,14,神奈川県,女,144068,156791,178511,190721,214411,230405,235642,244467,273769,311746,373915,338154,281399,236388,257351,307088,247463,172483,151018
2030,14,神奈川県,男,146223,150256,164764,193990,223115,236101,251211,258876,267255,289652,324176,380317,345385,282207,217533,209637,211131,128354,79066
2030,14,神奈川県,女,138727,142761,156602,182755,206082,220320,234281,235714,244216,272432,309425,368799,331894,275742,230007,245663,282802,208576,187145
2035,14,神奈川県,男,141456,144688,150025,170119,213880,227520,237645,250145,256695,264440,284795,316019,365400,328212,263181,195026,173284,152404,98912
2035,14,神奈川県,女,134206,137470,142596,160327,197106,211792,223935,234371,235481,243061,270479,305304,362163,325403,268497,220176,226928,242407,231308
2040,14,神奈川県,男,134833,139966,144448,154853,187496,218055,228989,236592,248094,254061,260082,277825,303883,347572,306666,236732,162738,125804,124639
2040,14,神奈川県,女,127913,132989,137306,145947,172839,202436,215176,223963,234168,234396,241361,266967,299950,355245,317074,257345,204396,195326,285370
1980,15,新潟県,男,90182,98392,93495,83506,67202,91235,106228,84076,82947,86315,84262,61997,49815,44770,34689,21058,9276,3216,718
1980,15,新潟県,女,86787,94677,88585,78760,69093,91352,100496,82740,84716,89624,88145,78806,64089,57914,46463,31061,15862,6438,1974
1985,15,新潟県,男,78121,90294,98254,84035,64237,75738,93462,105498,82898,81016,83687,80508,58608,45684,38121,26328,13012,4303,1146
1985,15,新潟県,女,74846,87282,94688,79522,65642,74554,91261,100197,81932,83622,88123,86465,76652,61083,53397,39813,22658,8850,2764
1990,15,新潟県,男,67186,78604,90211,89639,63670,68554,76971,93246,104433,80994,78519,80364,76602,54267,40064,30297,17301,6561,1654
1990,15,新潟県,女,64425,75051,87082,85911,65138,68820,74587,91302,99256,80722,82286,86732,84583,73875,57368,47296,31022,13791,4361
1995,15,新潟県,男,60403,68494,78971,85257,75535,72368,72460,78928,94059,104218,79916,77005,77275,71319,48310,32366,20742,9108,2650
1995,15,新潟県,女,57982,65625,75316,80233,73755,70811,70892,75762,91364,98843,80187,81675,85346,82309,70380,51817,38232,20361,7470
2000,15,新潟県,男,56899,61154,68581,73640,71367,80253,74049,73183,78787,93000,102205,77478,74147,72030,63699,40140,23398,11815,4230
2000,15,新潟県,女,54556,58585,65892,69937,67334,77743,71814,71570,75805,90704,97911,79576,80683,83074,78720,64894,43604,27205,13303
2005,15,新潟県,男,50564,57053,60835,64226,60022,70896,79762,73151,72016,77160,90981,99355,74943,69796,65061,53475,29729,14142,6060
2005,15,新潟県,女,48393,54448,58340,61340,57014,67066,76550,70493,70417,74738,89604,96778,78523,78518,79842,73477,56323,32957,20414
2010,15,新潟県,男,46864,50792,56935,57313,52439,60637,72188,80283,73365,71568,76170,89230,96750,71062,63975,55597,40423,18400,7917
2010,15,新潟県,女,44177,48545,54395,54829,50215,57852,68993,77922,71193,70612,74568,89138,95997,76853,75957,74969,65090,43896,27048
2015,15,新潟県,男,43109,46477,50458,54241,51393,54146,61436,72165,80041,72904,70715,74604,86181,91810,65463,55333,42926,25908,11141
2015,15,新潟県,女,40897,43840,48246,51895,48445,50783,58273,68816,77331,70610,69988,73824,87987,94162,74597,71643,66793,51412,37448
2020,15,新潟県,男,37478,42741,46156,48738,50531,52567,54465,61057,71460,79066,71633,68893,71707,81400,84644,56954,43330,28225,16292
2020,15,新潟県,女,35559,40578,43567,46707,48019,49066,50983,57964,68160,76608,69886,69160,72706,86059,91259,70391,64200,53659,48118
2025,15,新潟県,男,33784,37186,42489,44629,45473,51690,52934,54196,60528,70608,77745,69901,66411,67923,75156,74395,45138,29127,19950
2025,15,新潟県,女,32053,35301,40357,42243,43314,48703,49354,50786,57472,67548,75845,69111,68211,71188,83425,86482,63492,52324,56001
2030,15,新潟県,男,31628,33531,36977,41105,41689,46598,52047,52672,53742,59839,69447,75934,67517,63071,62945,66205,59949,30896,22308
2030,15,新潟県,女,30008,31832,35118,39132,39274,43987,48979,49162,50374,56975,66889,75031,68221,66852,69113,79069,78598,52355,60036
2035,15,新潟県,男,29850,31391,33338,35780,38394,42761,46939,51784,52230,53155,58901,67859,73419,64253,58654,55801,53564,42097,24755
2035,15,新潟県,女,28322,29804,31664,34063,36358,39911,44253,48787,48767,49949,56434,66178,74100,66920,64991,65667,71888,65801,63456
2040,15,新潟県,男,27817,29634,31221,32264,33429,39388,43098,46719,51356,51674,52352,57618,65643,69947,59931,52275,45641,37841,32409
2040,15,新潟県,女,26390,28131,29652,30714,31651,36940,40168,44084,48393,48363,49486,55863,65366,72709,65134,61874,59979,60269,75495
1980,16,富山県,男,39442,47655,41551,35210,26867,36986,50896,41523,36659,38064,36121,27693,22761,20938,15080,9424,4190,1313,303
1980,16,富山県,女,37010,45447,38830,35175,31473,38613,50927,42229,38519,40641,38547,33018,28177,26544,20686,14033,7202,2770,924
1985,16,富山県,男,32485,39830,47944,38655,27333,30498,37845,51129,41167,35882,36928,34654,26115,20755,18070,11467,5808,1894,481
1985,16,富山県,女,30783,37355,45568,37513,31105,31756,38828,51171,41986,38043,40123,37808,32189,26928,24638,17804,10359,4133,1309
1990,16,富山県,男,27581,32842,39979,44196,30180,30422,31167,38129,50995,40504,35064,35643,32995,24100,18136,14405,7570,2899,743
1990,16,富山県,女,26447,31141,37608,42962,32969,31518,31771,39007,50931,41507,37521,39594,37006,31093,25255,21951,14096,6548,2150
1995,16,富山県,男,25483,28275,33285,37083,38323,34236,31705,32134,38637,51196,40170,34420,34032,30592,21414,14774,9874,3976,1228
1995,16,富山県,女,24429,27044,31529,34986,38293,34228,32063,32470,39328,50798,41283,37281,38973,35915,29496,22871,17928,9493,3759
2000,16,富山県,男,25928,25988,28542,30626,32118,41556,34976,32260,32246,38426,50206,39207,32989,31599,27245,17879,10690,5576,1870
2000,16,富山県,女,24606,24851,27264,28994,30356,40033,34256,32405,32633,39106,50426,40979,36743,37844,34261,27167,19253,12994,6355
2005,16,富山県,男,24366,25900,25907,26361,25926,33085,41432,34495,31857,31718,37505,48679,37805,30932,28437,23006,13394,6469,2940
